Title,Link,Price,Del Price,Information,Image,Year,Brand,Location
N/A,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-noida-10009965741/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/b65cf6b4-139f-11f1-bd51-02ede2007fbe/20a15ff9-1c7b-4142-ac67-b15d8f81f623/04b800ab-fc40-41fd-a445-49cb169ab70a/99d5ef77-2c0a-4a53-8379-83b9335eed33/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-new-delhi-11258961714/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/0927911c-0273-11f1-bd51-02ede2007fbe/c172411c-332f-4767-8ee1-20c86f42b431/66a6076c-b157-4b9f-a45f-f88a73f63d79/b015ff26-f5db-4df2-aaba-e31ee44e64f8/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-new-delhi-10012863716/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/9d0a9cee-e87e-11f0-bd50-02ede2007fbe/m/e8fba329-18ae-4315-aa87-f03951fad34c/7b9d2650-198e-4517-851b-7c094dba01c2/68eab651-820e-4399-b14c-3c75a95a556b/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-new-delhi-11057369746/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/57b0ea50-1212-11f1-bd51-02ede2007fbe/1edeaa21-8b7b-4300-8565-0c4ade8f730a/65b6dfa2-2e8f-45ac-8412-50d679001071/fef45507-7f96-4cb6-892c-3c268ebcabc4/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-gurgaon-13856709760/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/c49596fe-dd68-11f0-bd50-02ede2007fbe/6e536962-c6ab-41b4-9b7d-282b7076b2fa/8112afc0-3477-46c1-9503-d0480814fef4/cc19aa44-d1bc-41c6-b2e7-57299afbb52b/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-faridabad-14759160788/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/91450e6c-011f-11f1-bd51-02ede2007fbe/ab2c281b-e880-4f0a-b7ff-a32ab5d07a65/da8d0959-aafb-480d-b755-da43b06dc73b/14bb36af-c0a9-4885-bdff-088413c53602/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-gurgaon-10160801762/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/8d815690-da4c-11f0-bd50-02ede2007fbe/5a0b83ec-2d03-481c-ab3c-04c5bfc68989/4da28ad5-ac90-4565-ab2b-ae4d1e467a8d/3032a23f-5c92-47a9-96c0-e46cdcf69957/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-ghaziabad-11294763784/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/a4e97cba-0745-11f1-bd51-02ede2007fbe/9c6d7d66-db61-4d2e-af37-08f1863f96a0/94c83fc1-b14c-487d-ac8f-0749625fff5a/b73cdc12-5b50-4cdf-a06b-463e309fbf2b/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-faridabad-10163667756/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/e582f716-fe5c-11f0-bd51-02ede2007fbe/fbce619f-bc2e-4946-b281-976300377d27/d2fc8b14-79f4-44dc-a256-aaf8403fa515/590023a3-77bb-4ff8-911c-f9b73a271c9a/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-noida-10020661737/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/2bd51572-0be2-11f1-bd51-02ede2007fbe/bafd63f8-b4dd-473d-8777-f213fca3122a/e8f1cdd2-9a58-48aa-a870-20c920a6b22b/c0fc1221-e2ea-478d-999e-0914ba6d4f0a/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-ghaziabad-10534365752/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/dd19893a-f52b-11f0-bd51-02ede2007fbe/m/a0eec1f2-e9d4-42ae-b7f0-7073f7ce461f/aaf43a42-33c4-482e-a8ff-79bbf98583df/4aaec670-b846-4b35-88b8-de1db865188c/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2025-cars-gurgaon-10125264717/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/61ecdd50-ede4-11f0-bd50-02ede2007fbe/a64d7b9a-8297-467f-aeef-11481286c26b/a2fdd554-9f56-4b97-bcbb-2c14606d09e6/a6d97c75-a4d5-4f62-97ae-ae4898a5a091/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-2022-cars-new-delhi-10072364749/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/456c998c-1a02-11f1-bd51-02ede2007fbe/m/1060ada6-034a-4446-a0d9-a282460c3a3b/0b6c7e3e-87ac-4a47-a052-029a56a326a3/e9353dde-f5ab-4553-a190-d6ef47f02cdc/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-gurgaon-10006161711/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/d5109460-f42f-11f0-bd51-02ede2007fbe/m/a1627c4f-93dc-41df-a2fd-25483aefde66/80d19141-4204-44c7-b5c3-d30ce2c69de7/51953559-d33e-4c1a-88a6-32bb2bab23cd/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-gurgaon-10065065784/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/281b5a04-0656-11f1-bd51-02ede2007fbe/8fa59769-4fa7-4f69-8dcb-01382000105f/8c20da0f-d49e-406b-b28f-9e115461e328/83e55cc1-cb00-4d94-825c-858fd592c04c/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-faridabad-13335362790/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/a2908cd0-e60a-11f0-bd50-02ede2007fbe/51113291-4d4b-4c25-bd67-c772b2bc3119/bf7c1b85-f67a-4dc0-8841-e6586df49216/65e93b92-05db-4aa5-833d-024fc7d815ce/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-gurgaon-13316260726/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/7bf9d0c2-1a03-11f1-bd51-02ede2007fbe/393acddc-420f-4860-8c31-7a643419f620/d102c464-5e19-465b-b2f3-fa4f662b7966/6079e7e7-a505-44bf-af60-f879d3383162/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-new-delhi-10071968743/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/775342be-1554-11f1-bd51-02ede2007fbe/bb515574-1444-42d4-9459-1b92ff9c6ccf/b494dbba-f0cb-478a-a8b3-9585aeecb98d/e43ee950-8b6b-4cde-981b-d05842aa1e14/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2023-cars-gurgaon-11085066715/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/e62af898-eba7-11f0-bd50-02ede2007fbe/7aeb3bd2-26b3-4313-9673-96109da518be/fc86bc8c-0fb2-4c4d-88c4-b971ce6b4b53/33b35788-cea3-4243-90ed-64beb2701e9b/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2014-cars-ghaziabad-10597806765/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/ec16fc9c-cc45-11f0-bd4e-02ede2007fbe/a2d43928-eaa5-488d-8fa7-5b74e89f68e3/7f2955f1-6cd2-42da-8a8c-aa533df13edc/c20562e1-044b-4463-b53b-d126a4d7bb31/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-800-2019-cars-new-delhi-10553105705/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/ee4bdea8-d0fd-11f0-bd50-02ede2007fbe/m/19068234-6636-4d3e-8b28-f2c9c302ec6d/f7eccf23-8682-46b1-a071-32b7dd630424/04188a42-b588-4eb7-84f6-d0651844bd17/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-ghaziabad-10561861786/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/192de24c-f782-11f0-bd51-02ede2007fbe/94cce4cf-b76d-4163-b4d5-4c41686a5b00/393a4804-7074-49b6-bf79-fb8f589e0766/1589f092-0f19-426e-952c-1d4bef67c09c/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-gurgaon-10115269747/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/c3dece6e-1923-11f1-bd51-02ede2007fbe/62ebc0e0-4ad5-4502-9dc6-521a26b706ca/fd00f85e-52dd-4dbb-b0cf-b0c0e6af82ef/0c6d20cd-25fe-426e-b0c8-2d77c2c31500/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-2022-cars-new-delhi-13386161730/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/11e393e4-0d60-11f1-bd51-02ede2007fbe/29744d03-10ed-4830-8e87-34b6e0da7a9a/f8091355-c101-416a-8df3-df6b46317965/3f7d66da-f735-42d5-af40-6a16b1a9cd2e/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-new-delhi-10009866736/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/0491c7d0-072d-11f1-bd51-02ede2007fbe/m/22273922-8e76-4f39-9ce2-322ad768778f/ad80cafd-de6f-4eca-9ffb-1234e7eb2bfb/343fc8cd-4da5-4c7d-b007-960a4274bb50/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2023-cars-gurgaon-10157167744/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/5187b7d6-121b-11f1-bd51-02ede2007fbe/a1b95620-a448-4e9b-94ce-9240de54872b/1d9fc926-3075-479b-8f27-6ecc338587f8/535fee55-e4f3-4588-a67b-23bb9a2e9362/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-new-delhi-10018364723/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/412c8f56-0e56-11f1-bd51-02ede2007fbe/m/4285a0c1-ab75-43c2-919d-811294fc7ad2/5549151b-2143-4bf5-b358-722a43638653/44a6a164-eb0f-4af1-b6d7-61895de7ec99/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-800-2019-cars-noida-10006068731/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/a736a3d6-0af0-11f1-bd51-02ede2007fbe/a419a3da-d8f8-4fa2-9b6a-ca56d4d2f59e/81f04abc-f5ca-4b48-b6c7-f242b3dae115/a44bfd82-d65b-446d-9d11-5fb446cf170f/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-new-delhi-10083166727/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/0acb66e0-0e55-11f1-bd51-02ede2007fbe/32542d2f-7925-44f8-aac4-05063cceb0ac/25dfd56e-db96-4ab0-962e-0ca018aa11c7/16ef1ca3-6ada-4c4d-bc9a-5c61977a02f6/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-alto-k10-2025-cars-gurgaon-10164463748/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/55ffc13c-1879-11f1-bd51-02ede2007fbe/47462681-2139-4fb7-8094-f2afaed05818/6896cd7c-1702-4fb1-9a2b-3660f0702b23/cc4f24ee-b483-4dd0-8b98-784aeaf7d1df/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2018-cars-faridabad-11011665736/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/ce1e950a-00c1-11f1-bd51-02ede2007fbe/f1377ead-e2d8-4132-8a4c-a61a8c90f94c/db16d03d-5deb-4ed1-8cd6-b9c7d141a76f/9b50469f-d350-4792-a6ff-45c0df87cc12/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2023-cars-gurgaon-11008765731/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/5aca2a42-04db-11f1-bd51-02ede2007fbe/f746df62-0699-4c53-be83-650aff12ae8c/60b60de1-cb24-49ba-994a-12507e2f4da3/7c1404f9-fc5e-4533-b3c4-b1ffa565f28f/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2024-cars-gurgaon-19454608755/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/51bc6154-e663-11f0-bd50-02ede2007fbe/0e9f4883-9303-4851-b74b-29e6992079d0/38b445f8-d984-4269-88b4-24dfe138f944/3ae6c07d-f1c6-43f1-bc94-84b4d2061e57/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2018-cars-new-delhi-10043068743/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/3c14b61a-19fa-11f1-bd51-02ede2007fbe/19dcf15e-05b1-4c33-a638-a66d90d93712/9a34cc04-495f-4b68-8025-47ceb89b7d67/059cdb44-ff81-41ad-b25b-27b4139db674/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2018-cars-gurgaon-29677768788/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/3518b7ca-0e3e-11f1-bd51-02ede2007fbe/92b59005-91d3-404a-be60-bdc4e000ef48/a9d6e3d1-1501-4142-9770-6e519cbc5916/433891cf-53e0-440b-a69d-919acea639ea/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2022-cars-noida-11217360721/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/3598a6d2-0b1a-11f1-bd51-02ede2007fbe/55dab0ac-24e2-4945-9433-df44fc0a8843/fc7eae10-9e4a-419e-8b98-b9b29e5dde01/e23bbdcb-1768-4b12-84a0-59a9705569f0/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2020-cars-new-delhi-10013566751/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/e9038f70-f369-11f0-bd51-02ede2007fbe/m/ccacb9f3-3923-4118-9ded-f2660a3901d6/84cc14bc-3300-4cb8-a61a-1571651579d4/ef27a62e-49e6-4fa9-afcf-78a6fc7a49a9/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2020-cars-new-delhi-26290362755/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/04e3a34a-f91b-11f0-bd51-02ede2007fbe/beda551c-5e5d-433c-96fe-24e7754fa5a7/965061b8-33fd-4cbe-be36-8b35a1627c6e/d9106dd4-6c42-456b-8a44-092baa07434d/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2015-cars-gurgaon-10176967788/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/d21ad5ec-f9b4-11f0-bd51-02ede2007fbe/7e217b1f-6fea-412a-a58e-655ecbe26e4b/db830caf-7100-4b48-a1ee-6bfacf84be21/39825560-9fe2-472f-923c-295dbb662ad9/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2023-cars-gurgaon-10138362778/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/7739eb0c-0bea-11f1-bd51-02ede2007fbe/9d2a033d-7d2e-44b2-8d54-d060f37fdf61/1f6ee797-0083-407e-b401-ec8d170afd29/77beb79d-bfe2-4fa7-afa6-20070604bdff/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2018-cars-new-delhi-10008200706/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/d17894d2-13b1-11f1-bd51-02ede2007fbe/b77062c5-075a-4133-8544-84fde4ea4c3b/e37238ec-02a9-4d66-96b1-17225f7d84ce/ef9745da-7f2b-4f77-88a9-2df208a5eefd/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2014-cars-noida-10596105746/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/fd2347e6-d7f5-11f0-bd50-02ede2007fbe/268b6dfd-20d5-410e-9e85-c3bd75ee600d/ddbe105e-d9ec-49ee-9b58-d2e454fe3c43/ecf98b52-1b02-4e74-aebd-483af8c46b5c/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2016-cars-ghaziabad-11251964787/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/699ce6f0-fa8f-11f0-bd51-02ede2007fbe/m/94b4cd07-6964-4ecb-ae40-61f27e8ba787/dd3c9319-ebc0-485c-88fa-a17b17e95bcf/b5201a99-470b-45a2-9d6e-c4637e003ded/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-swift-2021-cars-ghaziabad-10090061737/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/59c187bc-0995-11f1-bd51-02ede2007fbe/dcb3a69e-5c05-49cd-800a-240d333e5364/b3a5385f-e629-4d78-9158-ee1998fbf137/57a68f5d-138f-4a0a-b606-015fef0b4180/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
